Time,VNetAddress,Type,Message,,,,,,,,,
Time,VNetAddress,Type,Status,LimImbalance,LimResistance,LimCapacitance,LimResistanceCm,LimCapacitanceCm,LineVoltage,LineCurrent,LineFrequency,LinePhase
2014-10-24T10:36:48,1,2,0x0,0,16329.69336,1.#QNANe+000,-1,1.14E+01,0,0,0,0
2014-10-24T10:37:03,1,2,0x0,0,16697.87891,1.#QNANe+000,-1,1.15E+01,0,0,0,0
2014-10-24T10:37:18,1,2,0x0,0,17002.32031,1.#QNANe+000,-1,1.15E+01,0,0,0,0
2014-10-24T10:37:33,1,2,0x0,0,17292.80273,1.#QNANe+000,-1,1.15E+01,0,0,0,0
2014-10-24T10:37:48,1,2,0x0,0,17477.56836,1.#QNANe+000,-1,1.15E+01,0,0,0,0
2014-10-24T10:38:03,1,2,0x0,0,17625.29297,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:38:18,1,2,0x0,0,17764.95898,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:38:33,1,2,0x0,0,17789.32617,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:38:48,1,2,0x0,0,17803.30273,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:39:03,1,2,0x0,0,17821.19141,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:39:18,1,2,0x0,0,17817.45117,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:39:33,1,2,0x0,0,17808.68164,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:39:49,1,2,0x0,0,17871.79102,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:40:04,1,2,0x0,0,17857.15234,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:40:19,1,2,0x0,0,17854.98438,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:40:34,1,2,0x0,0,17824.11914,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:40:49,1,2,0x0,0,17849.1582,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:41:04,1,2,0x0,0,17794.01367,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:41:19,1,2,0x0,0,17800.38281,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:41:34,1,2,0x0,0,17820.80273,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:41:49,1,2,0x0,0,17878.55469,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:42:04,1,2,0x0,0,17853.30078,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:42:19,1,2,0x0,0,17809.33008,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:42:34,1,2,0x0,0,17846.88477,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:42:49,1,2,0x0,0,17824.74414,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:43:04,1,2,0x0,0,17842.26563,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:43:19,1,2,0x0,0,17845.23242,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:43:34,1,2,0x0,0,17846.58008,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:43:49,1,2,0x0,0,17833.07227,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:44:04,1,2,0x0,0,17854.99023,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:44:19,1,2,0x0,0,17807.08789,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:44:34,1,2,0x0,0,17794.58594,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:44:50,1,2,0x0,0,17796.00977,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:45:05,1,2,0x0,0,17903.23633,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:45:20,1,2,0x0,0,17918.48633,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:45:35,1,2,0x0,0,17963.99805,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:45:50,1,2,0x0,0,17919.66406,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:46:05,1,2,0x0,0,17952.13086,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:46:20,1,2,0x0,0,17977.7207,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:46:35,1,2,0x0,0,18010.46484,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:46:50,1,2,0x0,0,18089.51563,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:47:05,1,2,0x0,0,18065.08789,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:47:20,1,2,0x0,0,18112.40234,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:47:35,1,2,0x0,0,18147.08984,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:47:50,1,2,0x0,0,18168.05273,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:48:05,1,2,0x0,0,18183.72852,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:48:20,1,2,0x0,0,18226.66211,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:48:35,1,2,0x0,0,18268.48633,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:48:50,1,2,0x0,0,18294.84375,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:49:05,1,2,0x0,0,18325.00977,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:49:20,1,2,0x0,0,18372.11523,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:49:35,1,2,0x0,0,18403.18164,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:49:50,1,2,0x0,0,18437.02734,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:50:06,1,2,0x0,0,18455.13086,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:50:21,1,2,0x0,0,18593.60156,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:50:36,1,2,0x0,0,18571.45313,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:50:51,1,2,0x0,0,18605.7832,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:51:06,1,2,0x0,0,18595.86719,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:51:21,1,2,0x0,0,18628.16992,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:51:36,1,2,0x0,0,18666.29883,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T10:51:51,1,2,0x0,0,18679.94727,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:52:06,1,2,0x0,0,18708.76367,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:52:21,1,2,0x0,0,18746.4375,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:52:36,1,2,0x0,0,18770.33789,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:52:51,1,2,0x0,0,18804.14648,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:53:06,1,2,0x0,0,18783.07813,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:53:21,1,2,0x0,0,18819.30664,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:53:36,1,2,0x0,0,18845.98438,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:53:51,1,2,0x0,0,18873.63086,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:54:06,1,2,0x0,0,18841.93164,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:54:21,1,2,0x0,0,18857.26367,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:54:36,1,2,0x0,0,18907.55078,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:54:51,1,2,0x0,0,18915.62695,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:55:06,1,2,0x0,0,18947.75781,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:55:22,1,2,0x0,0,18891.25,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:55:37,1,2,0x0,0,18871.33008,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:55:52,1,2,0x0,0,18827.85156,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:56:07,1,2,0x0,0,18886.1543,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:56:22,1,2,0x0,0,18918.16797,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:56:37,1,2,0x0,0,18944.71875,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:56:52,1,2,0x0,0,18862.35938,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:57:07,1,2,0x0,0,18814.79102,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:57:22,1,2,0x0,0,18898.84961,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:57:37,1,2,0x0,0,18965.01172,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:57:52,1,2,0x0,0,19048.11719,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:58:07,1,2,0x0,0,19090.8418,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:58:22,1,2,0x0,0,19158.77148,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:58:37,1,2,0x0,0,19237.72656,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:58:52,1,2,0x0,0,19317.41016,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:59:07,1,2,0x0,0,19387.91797,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:59:22,1,2,0x0,0,19470.48438,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:59:37,1,2,0x0,0,19593.60352,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T10:59:52,1,2,0x0,0,19665.64453,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:00:07,1,2,0x0,0,19694.58008,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:00:22,1,2,0x0,0,19654.32813,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:00:38,1,2,0x0,0,19676.19336,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:00:53,1,2,0x0,0,19650.38672,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:01:08,1,2,0x0,0,19658.99805,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:01:23,1,2,0x0,0,19624.36328,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:01:38,1,2,0x0,0,19623.50781,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:01:53,1,2,0x0,0,19727.07617,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:02:08,1,2,0x0,0,19743.02734,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:02:23,1,2,0x0,0,20072.85938,1.#QNANe+000,-1,1.18E+01,0,0,0,0
2014-10-24T11:02:38,1,2,0x0,0,20288.08008,1.#QNANe+000,-1,1.18E+01,0,0,0,0
2014-10-24T11:02:53,1,2,0x0,0,20504.64453,1.#QNANe+000,-1,1.18E+01,0,0,0,0
2014-10-24T11:03:08,1,2,0x0,0,20828.61328,1.#QNANe+000,-1,1.18E+01,0,0,0,0
2014-10-24T11:03:23,1,2,0x0,0,21075.17578,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:03:38,1,2,0x0,0,21416.4375,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:03:53,1,2,0x0,0,22127.9375,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:04:08,1,2,0x0,0,22292.65625,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:04:23,1,2,0x0,0,22482.09375,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:04:38,1,2,0x0,0,22287.44922,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:04:53,1,2,0x0,0,20586.92188,1.#QNANe+000,-1,1.18E+01,0,0,0,0
2014-10-24T11:05:08,1,2,0x0,0,21867.26367,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:05:23,1,2,0x0,0,23125.01758,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:05:38,1,2,0x0,0,22402.61719,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:05:54,1,2,0x0,0,23640.96484,1.#QNANe+000,-1,1.21E+01,0,0,0,0
2014-10-24T11:06:09,1,2,0x0,0,23226.78516,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:06:24,1,2,0x0,0,23777.36719,1.#QNANe+000,-1,1.21E+01,0,0,0,0
2014-10-24T11:06:39,1,2,0x0,0,28316.15039,1.#QNANe+000,-1,1.25E+01,0,0,0,0
2014-10-24T11:06:54,1,2,0x0,0,41734.52734,1.#QNANe+000,-1,1.36E+01,0,0,0,0
2014-10-24T11:07:09,1,2,0x0,0,59517.10547,1.#QNANe+000,-1,1.51E+01,0,0,0,0
2014-10-24T11:07:24,1,2,0x0,0,62245.29297,1.#QNANe+000,-1,1.53E+01,0,0,0,0
2014-10-24T11:07:39,1,2,0x0,0,60735.11328,1.#QNANe+000,-1,1.52E+01,0,0,0,0
2014-10-24T11:07:54,1,2,0x0,0,56421.97266,1.#QNANe+000,-1,1.48E+01,0,0,0,0
2014-10-24T11:08:09,1,2,0x0,0,54052.30469,1.#QNANe+000,-1,1.46E+01,0,0,0,0
2014-10-24T11:08:24,1,2,0x0,0,51227.19141,1.#QNANe+000,-1,1.44E+01,0,0,0,0
2014-10-24T11:08:39,1,2,0x0,0,45673.08203,1.#QNANe+000,-1,1.39E+01,0,0,0,0
2014-10-24T11:08:54,1,2,0x0,0,41112.66406,1.#QNANe+000,-1,1.36E+01,0,0,0,0
2014-10-24T11:09:09,1,2,0x0,0,41553.21094,1.#QNANe+000,-1,1.36E+01,0,0,0,0
2014-10-24T11:09:24,1,2,0x0,0,41400.36719,1.#QNANe+000,-1,1.36E+01,0,0,0,0
2014-10-24T11:09:39,1,2,0x0,0,42276.97266,1.#QNANe+000,-1,1.37E+01,0,0,0,0
2014-10-24T11:09:54,1,2,0x0,0,42342.74219,1.#QNANe+000,-1,1.37E+01,0,0,0,0
2014-10-24T11:10:09,1,2,0x0,0,42673.55078,1.#QNANe+000,-1,1.37E+01,0,0,0,0
2014-10-24T11:10:24,1,2,0x0,0,42888.31641,1.#QNANe+000,-1,1.37E+01,0,0,0,0
2014-10-24T11:10:39,1,2,0x0,0,41131.82422,1.#QNANe+000,-1,1.36E+01,0,0,0,0
2014-10-24T11:10:55,1,2,0x0,0,39814.76172,1.#QNANe+000,-1,1.34E+01,0,0,0,0
2014-10-24T11:11:10,1,2,0x0,0,36127.73047,1.#QNANe+000,-1,1.31E+01,0,0,0,0
2014-10-24T11:11:25,1,2,0x0,0,31463.20703,1.#QNANe+000,-1,1.27E+01,0,0,0,0
2014-10-24T11:11:40,1,2,0x0,0,27152.51172,1.#QNANe+000,-1,1.24E+01,0,0,0,0
2014-10-24T11:11:55,1,2,0x0,0,25358.0625,1.#QNANe+000,-1,1.22E+01,0,0,0,0
2014-10-24T11:12:10,1,2,0x0,0,24156.94922,1.#QNANe+000,-1,1.21E+01,0,0,0,0
2014-10-24T11:12:25,1,2,0x0,0,23919.65234,1.#QNANe+000,-1,1.21E+01,0,0,0,0
2014-10-24T11:12:40,1,2,0x0,0,23730.61133,1.#QNANe+000,-1,1.21E+01,0,0,0,0
2014-10-24T11:12:55,1,2,0x0,0,23572.73828,1.#QNANe+000,-1,1.21E+01,0,0,0,0
2014-10-24T11:13:10,1,2,0x0,0,23312.44336,1.#QNANe+000,-1,1.21E+01,0,0,0,0
2014-10-24T11:13:25,1,2,0x0,0,23026.70898,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:13:40,1,2,0x0,0,23224.06445,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:13:55,1,2,0x0,0,23181.30273,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:14:10,1,2,0x0,0,22943.95508,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:14:25,1,2,0x0,0,22855.73242,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:14:40,1,2,0x0,0,23047.50781,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:14:55,1,2,0x0,0,23011.90625,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:15:10,1,2,0x0,0,23179.8125,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:15:25,1,2,0x0,0,23163.25781,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:15:40,1,2,0x0,0,23133.45898,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:15:55,1,2,0x0,0,23015.1543,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:16:11,1,2,0x0,0,22787.37109,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:16:26,1,2,0x0,0,22422.49414,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:16:41,1,2,0x0,0,22222.23242,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:16:56,1,2,0x0,0,22226.2168,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:17:11,1,2,0x0,0,22051.56055,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:17:26,1,2,0x0,0,22277.12305,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:17:41,1,2,0x0,0,22286.91992,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:17:56,1,2,0x0,0,22193.94531,1.#QNANe+000,-1,1.20E+01,0,0,0,0
2014-10-24T11:18:11,1,2,0x0,0,22086.6582,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:18:26,1,2,0x0,0,21873.52148,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:18:41,1,2,0x0,0,22049.50391,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:18:56,1,2,0x0,0,22041.89063,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:19:11,1,2,0x0,0,21768.97656,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:19:26,1,2,0x0,0,21831.63867,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:19:41,1,2,0x0,0,21841.9043,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:19:56,1,2,0x0,0,21838.98438,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:20:11,1,2,0x0,0,21688.57617,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:20:26,1,2,0x0,0,21767.91016,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:20:41,1,2,0x0,0,21677.28906,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:20:56,1,2,0x0,0,21681.67773,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:21:11,1,2,0x0,0,21391.52344,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:21:27,1,2,0x0,0,21456.09961,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:21:42,1,2,0x0,0,21609.26367,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:21:57,1,2,0x0,0,21523.57422,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:22:12,1,2,0x0,0,21385.91406,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:22:27,1,2,0x0,0,21508.41406,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:22:42,1,2,0x0,0,21265.01563,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:22:57,1,2,0x0,0,21258.08789,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:23:12,1,2,0x0,0,21200.51563,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:23:27,1,2,0x0,0,21220.16797,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:23:42,1,2,0x0,0,21298.27344,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:23:57,1,2,0x0,0,21374.15039,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:24:12,1,2,0x0,0,21372.18359,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:24:27,1,2,0x0,0,21346.95898,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:24:42,1,2,0x0,0,21466.39648,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:24:57,1,2,0x0,0,21340.5293,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:25:12,1,2,0x0,0,21370.74609,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:25:27,1,2,0x0,0,21320.13086,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:25:42,1,2,0x0,0,21315.90039,1.#QNANe+000,-1,1.19E+01,0,0,0,0
2014-10-24T11:25:57,1,2,0x0,0,18601.27539,1.#QNANe+000,-1,1.16E+01,0,0,0,0
2014-10-24T11:26:12,1,2,0x0,0,18681.81641,1.#QNANe+000,-1,1.17E+01,0,0,0,0
2014-10-24T11:26:27,1,2,0x0,0,18794.22266,1.#QNANe+000,-1,1.17E+01,0,0,0,0
