2013-11-19T10:51:46,1,0x40,0x0,15,3903565.5,102.99,2.12E-05,16.7,345.7,345.5,0,0,0,0,0,0
2013-11-19T10:52:46,1,0x40,0x0,30,4473098,103,1.90E-05,17.2,346.4,345.9,0,0,0,0,0,0
2013-11-19T10:53:46,1,0x40,0x0,44,5009592.5,103.01,1.73E-05,17.7,346.1,345.6,0,0,0,0,0,0
2013-11-19T10:54:46,1,0x40,0x0,59,5509625.5,103.01,1.60E-05,18.2,345.5,345.2,0,0,0,0,0,0
2013-11-19T10:55:46,1,0x40,0x0,74,5755163,103.02,1.54E-05,18.7,346.2,345.6,0,0,0,0,0,0
2013-11-19T10:56:46,1,0x40,0x0,89,3777079.5,103.02,2.18E-05,19.2,345.4,345,0,0,0,0,0,0
2013-11-19T10:57:46,1,0x40,0x0,103,6453008,103.03,1.39E-05,19.7,346.3,345.6,0,0,0,0,0,0
2013-11-19T10:58:46,1,0x40,0x0,118,7037876.5,103.02,1.29E-05,20.1,345.4,345,0,0,0,0,0,0
2013-11-19T10:59:46,1,0x40,0x0,133,6610158.5,103.02,1.36E-05,20.5,346.3,345.6,0,0,0,0,0,0
2013-11-19T11:00:46,1,0x40,0x0,148,6630279,103.02,1.36E-05,20.9,345.6,345.1,0,0,0,0,0,0
2013-11-19T11:01:46,1,0x40,0x0,162,6509137,103.03,1.38E-05,21.3,346.4,345.7,0,0,0,0,0,0
2013-11-19T11:02:46,1,0x40,0x0,177,5472919.5,103.02,1.61E-05,21.7,345.6,345.1,0,0,0,0,0,0
2013-11-19T11:03:46,1,0x40,0x0,192,5917069.5,103.03,1.50E-05,22.1,345.6,345.1,0,0,0,0,0,0
2013-11-19T11:04:46,1,0x40,0x0,206,6623798.5,103.04,1.36E-05,22.4,346.3,345.5,0,0,0,0,0,0
2013-11-19T11:05:46,1,0x40,0x0,221,6954212,103.02,1.30E-05,22.7,345.6,345.1,0,0,0,0,0,0
2013-11-19T11:06:46,1,0x40,0x0,236,8795403,103.03,1.06E-05,23,346.3,345.5,0,0,0,0,0,0
2013-11-19T11:07:46,1,0x40,0x0,251,9024232,103.03,1.03E-05,23.3,346.3,345.5,0,0,0,0,0,0
2013-11-19T11:08:46,1,0x40,0x0,265,8246393,103.03,1.12E-05,23.6,346.4,345.6,0,0,0,0,0,0
2013-11-19T11:09:46,1,0x40,0x0,280,10094041,103.03,9.33E-06,23.9,345.6,345.1,0,0,0,0,0,0
2013-11-19T11:10:46,1,0x40,0x0,295,10602447,103.03,8.92E-06,24.1,346.4,345.6,0,0,0,0,0,0
2013-11-19T11:11:46,1,0x40,0x0,310,9004133,103.02,1.04E-05,24.4,345.6,345,0,0,0,0,0,0
2013-11-19T11:12:46,1,0x40,0x0,324,7961279,103.04,1.16E-05,24.6,346.4,345.5,0,0,0,0,0,0
2013-11-19T11:13:46,1,0x40,0x0,339,10171574,103.02,9.27E-06,24.9,346.4,345.6,0,0,0,0,0,0
2013-11-19T11:14:46,1,0x40,0x0,354,12212246,103.02,7.83E-06,25.1,345.5,344.9,0,0,0,0,0,0
2013-11-19T11:15:46,1,0x40,0x0,368,12580344,103.02,7.62E-06,25.3,346.4,345.5,0,0,0,0,0,0
2013-11-19T11:16:46,1,0x40,0x0,383,11524641,103.03,8.26E-06,25.5,345.6,345,0,0,0,0,0,0
2013-11-19T11:17:46,1,0x40,0x0,398,11665967,103.02,8.17E-06,25.8,346.3,345.4,0,0,0,0,0,0
2013-11-19T11:18:46,1,0x40,0x0,413,10873912,103.02,8.72E-06,25.9,345.6,345,0,0,0,0,0,0
2013-11-19T11:19:46,1,0x40,0x0,427,8991212,103.04,1.04E-05,26.1,346.2,345.4,0,0,0,0,0,0
2013-11-19T11:20:46,1,0x40,0x0,442,9647169,103.02,9.73E-06,26.3,345.6,345,0,0,0,0,0,0
2013-11-19T11:21:46,1,0x40,0x0,457,8443403,103.02,1.10E-05,26.5,346.3,345.4,0,0,0,0,0,0
2013-11-19T11:22:46,1,0x40,0x0,472,10759973,103.02,8.80E-06,26.7,346.3,345.4,0,0,0,0,0,0
2013-11-19T11:23:46,1,0x40,0x0,486,9237687,103.02,1.01E-05,26.9,345.6,345,0,0,0,0,0,0
2013-11-19T11:24:46,1,0x40,0x0,501,9818836,103.03,9.57E-06,27,346.4,345.5,0,0,0,0,0,0
2013-11-19T11:25:46,1,0x40,0x0,516,9611246,103.01,9.76E-06,27.2,345.5,344.9,0,0,0,0,0,0
2013-11-19T11:26:46,1,0x40,0x0,530,9115365,103.04,1.02E-05,27.4,346.4,345.5,0,0,0,0,0,0
2013-11-19T11:27:46,1,0x40,0x0,545,2401305,103.02,3.08E-05,27.5,345.5,344.9,0,0,0,0,0,0
2013-11-19T11:28:46,1,0x40,0x0,560,7928075,103.02,1.16E-05,27.7,346.2,345.3,0,0,0,0,0,0
2013-11-19T11:29:46,1,0x40,0x0,575,5123092,103.03,1.70E-05,27.8,345.6,345,0,0,0,0,0,0
2013-11-19T11:30:46,1,0x40,0x0,589,8826906,103.04,1.05E-05,28,346.4,345.5,0,0,0,0,0,0
2013-11-19T11:31:46,1,0x40,0x0,604,9957665,103.02,9.45E-06,28.1,346.3,345.4,0,0,0,0,0,0
2013-11-19T11:32:46,1,0x40,0x0,619,9296677,103.03,1.01E-05,28.2,345.6,344.9,0,0,0,0,0,0
2013-11-19T11:33:46,1,0x40,0x0,634,10658769,103.02,8.88E-06,28.4,346.3,345.4,0,0,0,0,0,0
2013-11-19T11:34:46,1,0x40,0x0,648,10630774,103.03,8.90E-06,28.5,345.6,344.9,0,0,0,0,0,0
2013-11-19T11:35:46,1,0x40,0x0,663,7552080,103.03,1.21E-05,28.7,346.4,345.4,0,0,0,0,0,0
